id,status,category,content_type,search_intent,main_keyword,expanded_keywords,title,quality_score,duplicate_status,cannibalization_status,max_existing_similarity,nearest_existing_title,decision_reason
"32","pass","가정 상비약 정리","blog","정보형","욕실 약 보관","습기|보관 장소|변질","욕실에 약을 두면 안 되는 이유와 옮길 장소","91","pass","pass","57","차 안에 약을 두면 안 되는 이유와 대체 보관법","습기 관리; 약을 욕실에 둔 사용자 대상"
"33","pass","가정 상비약 정리","blog","문제해결형","해열제 감기약","라벨|성분|중복","해열제와 감기약을 함께 보관할 때 라벨 붙이는 법","99","pass","pass","17","처방약과 일반약 함께 먹기 전 확인할 기준","성분 중복 방지; 가정 약장을 정리하는 사용자 대상"
"34","pass","가정 상비약 정리","blog","체크리스트형","유효기간 지난 약","분리|폐의약품|약국","유효기간 지난 약을 발견했을 때 분리하는 순서","99","pass","pass","33","응급약 보관함 정리 전 유효기간 확인 순서","폐기 전 분리; 오래된 약을 정리하는 사용자 대상"
"35","pass","가정 상비약 정리","blog","FAQ형","시럽약 개봉일","개봉일|보관|상담","개봉일이 헷갈리는 시럽약을 다시 확인하는 법","99","pass","pass","33","약국 상담 후 복용법을 다시 확인하는 질문","개봉일 확인; 아이 시럽약 관리 보호자 대상"
"36","pass","가정 상비약 정리","blog","정보형","상비약 파우치","설명서|사진|복용법","상비약 파우치에 설명서 사진을 같이 보관하는 이유","99","pass","pass","14","여름 휴가철 응급 상비약 리스트 | 약국오늘","설명서 보존; 외출용 파우치 사용자 대상"
"37","pass","가정 상비약 정리","blog","문제해결형","가족별 약통","색상|이름표|시간표","가족별 약통 색을 나눌 때 실수 줄이는 기준","99","pass","pass","29","생리통 약 복용 전 위장 부담 줄이는 기준","구분 체계; 가족 약을 나누는 사용자 대상"
"38","pass","가정 상비약 정리","blog","정보형","냉장약","문쪽|온도|보관","냉장약을 문쪽에 두지 말아야 하는 이유","99","pass","pass","25","약국 리뷰보다 영업 확인을 먼저 봐야 하는 이유","온도 변화; 냉장 보관 약 사용자 대상"
"39","pass","가정 상비약 정리","blog","체크리스트형","여행용 상비약","귀가 후|정리|유효기간","여행용 상비약을 귀가 후 다시 정리하는 법","99","pass","pass","17","약국 방문 전 증상 설명을 짧게 정리하는 법","복귀 정리; 여행 후 정리하는 사용자 대상"
"40","pass","가정 상비약 정리","blog","정보형","남은 처방약","가족|처방|위험","집에 남은 처방약을 가족과 나눠 먹으면 안 되는 이유","99","pass","pass","13","진통제 고를 때 위장·간 질환 확인이 필요한 이유","처방약 공유 금지; 남은 약을 보관한 사용자 대상"
"41","pass","영양제 상담","blog","체크리스트형","영양제 중복 성분","중복|성분표|섭취량","영양제 여러 개 먹기 전 중복 성분 찾는 순서","99","pass","pass","43","어린이 영양제 고를 때 당류와 중복 성분 보기","중복 성분; 영양제를 여러 개 먹는 사용자 대상"
"42","pass","영양제 상담","blog","정보형","비타민D","햇빛|복용량|상담","비타민D 제품 상담 전 햇빛 노출과 복용량 확인","99","pass","pass","43","홍삼 제품 상담 전 혈압·수면·카페인 확인","생활 조건; 비타민D를 고르는 사용자 대상"
"43","pass","영양제 상담","blog","정보형","오메가3","혈액응고|복용약|상담","오메가3 고를 때 혈액응고 관련 상담이 필요한 경우","99","pass","pass","29","진통제 고를 때 위장·간 질환 확인이 필요한 이유","복용약 확인; 오메가3 구매자 대상"
"44","pass","영양제 상담","blog","체크리스트형","유산균","섭취 기간|제품 변경|기록","유산균 제품을 바꿀 때 섭취 기간을 기록하는 법","99","pass","pass","17","아이 감기약 상담 전 증상 기록하는 법","변경 기록; 유산균 제품을 바꾸는 사용자 대상"
"45","pass","영양제 상담","blog","FAQ형","마그네슘","설사|함량|복용약","마그네슘 영양제 상담 전 설사 여부를 말해야 하는 이유","91","pass","pass","63","철분제 상담 전 빈혈 진단 여부를 말해야 하는 이유","부작용 질문; 마그네슘을 고민하는 사용자 대상"
"46","pass","영양제 상담","blog","비교형","종합비타민","단일 영양제|성분|목적","종합비타민과 단일 영양제 차이를 비교하는 기준","91","pass","pass","67","종합비타민과 단일 영양제 차이, 선택 기준","제품 유형 비교; 영양제 구성을 고민하는 사용자 대상"
"47","pass","영양제 상담","blog","정보형","피로 영양제","카페인|수면|성분","카페인 많은 직장인이 피로 영양제 고를 때 볼 점","96","pass","pass","33","야근하는 사람이 피로 영양제 상담 전 볼 기준","생활 습관 확인; 피로감을 느끼는 직장인 대상"
"48","pass","영양제 상담","blog","체크리스트형","부모님 영양제 선물","병원약|선물|상담","부모님 영양제 선물 전 병원약 목록을 확인하는 이유","99","pass","pass","43","부모님 영양제 선물 전 복용약과 질환 확인","복용약 확인; 부모님 선물을 준비하는 자녀 대상"
"49","pass","영양제 상담","blog","정보형","어린이 젤리 영양제","당류|표시|섭취량","어린이 젤리 영양제의 당류 표시를 보는 법","99","pass","pass","17","어린이 해열제 구비 체크포인트 | 약국오늘","당류 표시; 어린이 영양제 구매자 대상"
"50","pass","영양제 상담","blog","FAQ형","수면 영양제","수면|복용약|질문","수면 영양제 문구를 볼 때 약국에서 확인할 질문","99","pass","pass","33","병원 닫은 뒤 약국에서 먼저 물어볼 질문","표현 확인; 수면 관련 제품을 찾는 사용자 대상"
"51","pass","증상 설명","blog","체크리스트형","기침 오래갈 때","기간|가래|열","기침이 오래갈 때 기간과 동반 증상 적는 법","99","pass","pass","29","기침 증상 메모법: 시간대·가래·열 동반 여부","동반 증상 기록; 기침이 지속되는 사용자 대상"
"52","pass","증상 설명","blog","비교형","목 따가움","감기|건조|기침","목이 따가울 때 감기와 건조를 나눠 설명하는 기준","99","pass","pass","14","내 주변 약국 찾기 전 확인할 영업시간 기준","증상 구분; 목 증상 사용자 대상"
"53","pass","증상 설명","blog","체크리스트형","속쓰림 상담","식사 시간|복용약|반복","속쓰림 상담 전 식사 시간과 복용약을 적는 법","99","pass","pass","33","속쓰림 약 고르기 전 식사 시간 확인법","원인 단서; 속쓰림 사용자 대상"
"54","pass","증상 설명","blog","정보형","눈 가려움","렌즈|알레르기|분비물","눈 가려움 상담 전 렌즈와 알레르기 이력 확인","99","pass","pass","43","피부 가려움 약국 상담 전 발진 모양 확인","렌즈 여부; 눈 증상 사용자 대상"
"55","pass","증상 설명","blog","체크리스트형","피부 가려움","사진|부위|기간","피부 가려움이 생겼을 때 사진 기록을 남기는 법","99","pass","pass","17","야외활동 전 약국에서 준비할 피부·벌레 대책","사진 기록; 피부 증상 사용자 대상"
"56","pass","증상 설명","blog","정보형","반복 두통","반복|위험 신호|진료","두통이 반복될 때 약국 상담보다 진료가 필요한 신호","99","pass","pass","29","약국 검색 결과 저장해둘 때 필요한 세 가지","위험 신호; 두통이 반복되는 사용자 대상"
"57","pass","증상 설명","blog","문제해결형","복통 위치","오른쪽|왼쪽|식사","복통 위치를 설명할 때 오른쪽·왼쪽을 구분하는 법","99","pass","pass","17","감기약 상담 전 기침·콧물·열을 구분하는 법","위치 설명; 복통으로 상담하는 사용자 대상"
"58","pass","증상 설명","blog","체크리스트형","알레르기 의심","음식|복용약|시간순","알레르기 의심 때 먹은 음식과 약을 시간순으로 적기","99","pass","pass","29","알레르기 의심 증상 기록: 음식·환경·복용약","원인 기록; 알레르기 원인을 찾는 사용자 대상"
"59","pass","증상 설명","blog","정보형","어지럼","혈압|수분|복용약","어지럼이 있을 때 혈압과 수분 섭취를 확인하는 이유","99","pass","pass","14","24시간 약국 찾을 때 실제 영업 확인하는 법","생활 정보; 어지럼을 느끼는 사용자 대상"
"60","pass","증상 설명","blog","비교형","근육통 관절통","부위|운동|통증","근육통과 관절통을 약국에서 구분해 말하는 법","99","pass","pass","20","소화불량·과음 후 약국에서 물어볼 것 | 약국오늘","통증 구분; 통증 위치가 헷갈리는 사용자 대상"
"61","pass","대상자별 약국 이용","blog","정보형","임신 초기 약국","마지막 생리일|복용약|상담","임신 초기 약국 상담 전 마지막 생리일을 말해야 하는 이유","99","pass","pass","44","철분제 상담 전 빈혈 진단 여부를 말해야 하는 이유","민감 정보 전달; 임신 가능성이 있는 사용자 대상"
"62","pass","대상자별 약국 이용","blog","체크리스트형","수유 중 감기약","아기 월령|수유|복용약","수유 중 감기약 상담 전 아기 월령을 확인하는 법","99","pass","pass","33","아이 감기약 상담 전 증상 기록하는 법","상담 정보; 수유부 대상"
"63","pass","대상자별 약국 이용","blog","정보형","고령자 약국 상담","낙상|졸림|복용약","고령자 약국 상담 전 낙상 위험을 함께 말하는 이유","99","pass","pass","25","약국 상담 메모 작성법: 증상·복용약·알레르기","생활 위험; 고령 부모 보호자 대상"
"64","pass","대상자별 약국 이용","blog","FAQ형","초등학생 알약","삼킴|제형|보호자","초등학생 알약 삼킴이 어려울 때 약국에 물어볼 점","99","pass","pass","33","유효기간 지난 약 처리 전 약국에 물어볼 점","제형 상담; 초등학생 보호자 대상"
"65","pass","대상자별 약국 이용","blog","체크리스트형","운전 약 복용","졸림|근무|주의문구","운전 직업군이 약 복용 전 졸림 문구를 확인하는 법","99","pass","pass","33","장거리 운전 전 약국에서 확인할 졸림 주의","근무 안전; 운전 직업군 대상"
"66","pass","대상자별 약국 이용","blog","정보형","야근 피로","수면|카페인|근무","야근 근무자가 약국에서 피로를 상담할 때 말할 정보","99","pass","pass","43","설사 증상일 때 약국에서 먼저 말할 정보","생활 패턴; 야근 근무자 대상"
"67","pass","대상자별 약국 이용","blog","문제해결형","운동 후 통증약","부상|통증 부위|운동","운동 후 통증약 상담 전 부상 순간을 설명하는 법","99","pass","pass","43","근육통 상담 전 운동·부상·통증 부위 정리","부상 설명; 운동 후 통증 사용자 대상"
"68","pass","대상자별 약국 이용","blog","정보형","채식 식단 영양제","식단 범위|철분|비타민B12","채식 식단 영양제 상담 전 식단 범위를 말하는 기준","99","pass","pass","43","야근하는 사람이 피로 영양제 상담 전 볼 기준","식단 범위; 채식 식단 사용자 대상"
"69","pass","대상자별 약국 이용","blog","체크리스트형","해외여행 복용약","영문명|처방약|여행","해외여행 전 복용약 영문명 확인을 약국에 물어보는 법","99","pass","pass","17","명절 약국 이용 시 가족 복용약 정리법","영문명 확인; 해외여행 준비자 대상"
"70","pass","대상자별 약국 이용","blog","체크리스트형","부모님 약","나이|질환|복용약","부모님 약을 대신 살 때 나이와 질환을 정리하는 법","99","pass","pass","33","약국에서 가족 약을 대신 살 때 준비할 정보","대리 구매 정보; 부모님 약을 대신 사는 자녀 대상"
"71","pass","지역 검색 활용","blog","정보형","서울 야간 약국","구별|후보|전화","서울 야간 약국 검색에서 구별 후보를 나누는 법","99","pass","pass","29","야간 약국 검색 시 반경을 넓히는 순서","지역 후보 분리; 서울에서 검색하는 사용자 대상"
"72","pass","지역 검색 활용","blog","문제해결형","경기 외곽 약국","이동 시간|거리|대체","경기 외곽 약국 찾을 때 이동 시간을 먼저 보는 이유","99","pass","pass","33","약국 리뷰보다 영업 확인을 먼저 봐야 하는 이유","이동 시간; 경기 외곽 사용자 대상"
"73","pass","지역 검색 활용","blog","체크리스트형","인천 공항 약국","공항 이동|저장|전화","인천 공항 이동 전 약국 후보를 저장하는 기준","99","pass","pass","43","약국 방문 후보를 즐겨찾기에 나누어 저장하는 법","이동 전 저장; 공항 이동 사용자 대상"
"74","pass","지역 검색 활용","blog","정보형","부산 해운대 약국","관광 동선|거리|영업","부산 해운대 주변 약국을 관광 동선과 함께 보는 법","99","pass","pass","25","이사 후 단골 약국을 고를 때 보는 기준","여행 동선; 부산 여행자 대상"
"75","pass","지역 검색 활용","blog","문제해결형","대구 도심 약국","같은 이름|주소|지점","대구 도심 약국 검색에서 같은 이름 지점 구분","99","pass","pass","38","약국 목록에서 같은 이름 약국을 구분하는 법","지점 구분; 대구 도심 사용자 대상"
"76","pass","지역 검색 활용","blog","정보형","광주 주말 약국","대중교통|주말|도착","광주 주말 약국 찾을 때 대중교통 시간을 보는 법","99","pass","pass","29","주말 약국 찾기에서 놓치기 쉬운 전화 확인","교통 시간; 광주 주말 사용자 대상"
"77","pass","지역 검색 활용","blog","체크리스트형","대전 약국 재고","재고|연구단지|전화","대전 연구단지 주변 약국 방문 전 재고 문의 기준","99","pass","pass","38","내 주변 약국 찾기 전 확인할 영업시간 기준","재고 문의; 대전 직장인 대상"
"78","pass","지역 검색 활용","blog","문제해결형","울산 산업단지 약국","퇴근 전|근무|영업","울산 산업단지 근무자가 퇴근 전 약국을 찾는 순서","99","pass","pass","29","퇴근 후 약국 이용 시 시간 손실 줄이는 순서","퇴근 동선; 울산 근무자 대상"
"79","pass","지역 검색 활용","blog","정보형","제주 여행 약국","숙소|여행|전화","제주 여행 중 약국 검색 결과를 숙소 기준으로 보는 법","99","pass","pass","38","여행 중 약국 찾기 전 숙소 주변 확인법","숙소 기준; 제주 여행자 대상"
"80","pass","지역 검색 활용","blog","정보형","세종 주말 약국","행정동|주말|검색","세종 주말 약국 찾기 전 행정동을 확인하는 이유","99","pass","pass","29","심야 약국 찾기 체크리스트: 헛걸음 방지 | 약국오늘","지역명 확인; 세종 사용자 대상"
"81","pass","날씨와 약국 준비","blog","체크리스트형","폭염 약국","수분 보충|전해질|외출","폭염 예보 전 약국에서 준비할 수분 보충 품목","99","pass","pass","29","해외여행 전 약국에서 준비할 상비약 기준","더위 대비; 폭염에 대비하는 사용자 대상"
"82","pass","날씨와 약국 준비","blog","정보형","장마철 상처 관리","상처|습기|제품","장마철 상처 관리 제품을 약국에서 고를 때 기준","99","pass","pass","29","해외여행 전 약국에서 준비할 상비약 기준","습기 대비; 장마철 상처가 걱정되는 사용자 대상"
"83","pass","날씨와 약국 준비","blog","체크리스트형","미세먼지 약국","눈|코|마스크","미세먼지 나쁜 날 약국 방문 전 눈·코 증상 정리","99","pass","pass","50","약국 방문 전 증상 설명을 짧게 정리하는 법","증상 정리; 미세먼지 민감자 대상"
"84","pass","날씨와 약국 준비","blog","FAQ형","한파 혈압약","출근|혈압약|상담","한파 출근 전 혈압약 복용자가 약국에 물어볼 점","99","pass","pass","50","한파 외출 전 혈압약 복용자가 확인할 점","한파 상담; 혈압약 복용자 대상"
"85","pass","날씨와 약국 준비","blog","체크리스트형","환절기 감기약","알레르기|감기약|이력","환절기 감기약 상담 전 알레르기 이력을 확인하는 법","99","pass","pass","33","아이 감기약 상담 전 증상 기록하는 법","이력 확인; 환절기 감기 사용자 대상"
"86","pass","날씨와 약국 준비","blog","정보형","꽃가루 비염약","졸림|비염|운전","꽃가루철 비염약 상담 전 졸림 가능성을 묻는 법","99","pass","pass","33","봄 꽃가루철 약국 상담 전 비염·감기 구분","졸림 확인; 비염약을 찾는 사용자 대상"
"87","pass","날씨와 약국 준비","blog","문제해결형","눈 오는 날 약국","미끄럼|이동 시간|대체","눈 오는 날 약국 방문 전 미끄럼과 이동 시간을 보는 이유","99","pass","pass","25","처방전 준비와 약국 방문 전 점검 7가지 | 약국오늘","이동 안전; 눈길 이동 사용자 대상"
"88","pass","날씨와 약국 준비","blog","체크리스트형","태풍 상비약","처방약|상비약|점검","태풍 예보 전 상비약과 처방약을 분리 점검하는 법","99","pass","pass","14","콜라겐 제품 비교 전 기대 효과를 점검하는 기준","사전 점검; 태풍 대비 가정 대상"
"89","pass","날씨와 약국 준비","blog","정보형","건조주의보 약국","목|코|보습","건조주의보 날 목·코 관리 제품을 약국에서 묻는 기준","99","pass","pass","33","해외여행 전 약국에서 준비할 상비약 기준","건조 대비; 건조 증상 사용자 대상"
"90","pass","날씨와 약국 준비","blog","비교형","일교차 감기","알레르기|감기|증상","일교차 큰 날 감기와 알레르기를 구분해 상담하는 법","99","pass","pass","0","소화불량·과음 후 약국에서 물어볼 것 | 약국오늘","증상 구분; 환절기 증상 사용자 대상"
"91","pass","콘텐츠 신뢰 기준","blog","정보형","약국 정보 수정","수정 요청|주소|영업시간","약국 정보가 틀렸을 때 수정 요청을 남기는 방법","99","pass","pass","29","약국 휴무일 정보가 없을 때 확인할 우선순위","정정 경로; 틀린 정보를 발견한 사용자 대상"
"92","pass","콘텐츠 신뢰 기준","blog","정보형","약국오늘 데이터","공공데이터|출처|한계","약국오늘 데이터 출처를 확인하고 활용하는 기준","99","pass","pass","29","피부 발진 사진을 약국 상담에 활용하는 기준","출처 안내; 서비스 신뢰도를 확인하는 사용자 대상"
"93","pass","콘텐츠 신뢰 기준","blog","비교형","약국 정보 사이트","광고|정보|출처","광고가 있는 약국 정보 사이트에서 먼저 봐야 할 항목","99","pass","pass","38","혼자 사는 사람이 약국 정보 저장해둘 항목","정보 우선순위; 광고성 정보를 경계하는 사용자 대상"
"94","pass","콘텐츠 신뢰 기준","blog","문제해결형","약국 검색 결과","현장 차이|전화|정정","약국 검색 결과와 실제 현장이 다를 때 확인할 순서","99","pass","pass","38","야간 약국 검색 시 반경을 넓히는 순서","차이 대응; 정보가 다른 경험을 한 사용자 대상"
"95","pass","콘텐츠 신뢰 기준","blog","정보형","약국 이용 글","일반 정보|의료 조언|상담","약국 이용 글에서 의료 조언과 일반 정보를 구분하는 법","99","pass","pass","25","임산부가 약국 이용 시 유의사항 | 약국오늘","정보 경계; 건강 글을 읽는 사용자 대상"
"96","pass","콘텐츠 신뢰 기준","blog","체크리스트형","약국 영업시간 표시","공휴일|예외|전화","약국 영업시간 표시를 볼 때 공휴일 예외를 확인하는 이유","99","pass","pass","29","내 주변 약국 찾기 전 확인할 영업시간 기준","예외 확인; 영업시간을 보는 사용자 대상"
"97","pass","콘텐츠 신뢰 기준","blog","비교형","지도앱 약국 정보","지도앱|약국오늘|전화","지도앱과 약국오늘 정보를 함께 비교하는 기준","99","pass","pass","33","처방약과 일반약 함께 먹기 전 확인할 기준","정보 비교; 여러 서비스를 비교하는 사용자 대상"
"98","pass","콘텐츠 신뢰 기준","blog","문제해결형","약국 전화번호","전화번호|수정 요청|공공데이터","약국 전화번호가 바뀐 것 같을 때 확인할 곳","99","pass","pass","33","내 주변 약국 찾기 전 확인할 영업시간 기준","전화번호 확인; 전화 연결이 안 되는 사용자 대상"
"99","pass","콘텐츠 신뢰 기준","blog","정보형","약국 목록 페이지","광고|영업시간|전화","약국 목록 페이지에서 광고보다 먼저 봐야 할 정보","99","pass","pass","38","약국 리뷰보다 영업 확인을 먼저 봐야 하는 이유","정보 판별; 검색 결과를 읽는 사용자 대상"
"100","pass","콘텐츠 신뢰 기준","blog","체크리스트형","건강 정보 글","약국 상담|질문|출처","건강 정보 글을 읽은 뒤 약국 상담으로 이어가는 법","99","pass","pass","29","새벽 약국 문의 전 준비할 증상·복용 정보","상담 연결; 블로그 글을 읽는 사용자 대상"
