id,status,category,content_type,search_intent,main_keyword,expanded_keywords,title,quality_score,duplicate_status,cannibalization_status,max_existing_similarity,nearest_existing_title,decision_reason
"64","pass","영양제 선택","blog","체크리스트형","칼슘 영양제","복용약|시간 간격|상담","칼슘 영양제 선택 전 복용약과 시간 간격 확인","99","pass","pass","29","어린이 알레르기약 선택 전 졸림 확인 기준","복용 간격; 칼슘 섭취를 고려하는 사용자 대상"
"65","pass","영양제 선택","blog","정보형","밀크씨슬","간 건강|표시|섭취 주의","밀크씨슬 고를 때 간 건강 표현을 해석하는 법","99","pass","pass","33","루테인 제품 고를 때 눈 건강 표시 읽는 법","표시 해석; 간 건강 영양제를 보는 사용자 대상"
"66","pass","영양제 선택","blog","비교형","콜라겐","제품 비교|기대 효과|섭취","콜라겐 제품 비교 전 기대 효과를 점검하는 기준","99","pass","pass","29","공휴일 약국 이용 전 지도와 목록 비교 기준","기대치 조정; 피부 영양제를 찾는 사용자 대상"
"67","pass","영양제 선택","blog","체크리스트형","홍삼 제품","혈압|수면|카페인","홍삼 제품 상담 전 혈압·수면·카페인 확인","99","pass","pass","29","피부 가려움 약국 상담 전 발진 모양 확인","섭취 전 확인; 홍삼 구매자 대상"
"68","pass","영양제 선택","blog","정보형","단백질 보충제","신장|운동|섭취량","단백질 보충제 선택 전 신장 질환 여부 확인","99","pass","pass","29","어린이 알레르기약 선택 전 졸림 확인 기준","기저질환 확인; 운동 보충제를 찾는 사용자 대상"
"69","pass","영양제 선택","blog","체크리스트형","어린이 영양제","당류|중복 성분|섭취량","어린이 영양제 고를 때 당류와 중복 성분 보기","99","pass","pass","29","같은 성분 약을 중복 복용하지 않는 확인법","성분 중복; 어린이 영양제를 고르는 보호자 대상"
"70","pass","영양제 선택","blog","문제해결형","부모님 영양제","선물|복용약|질환","부모님 영양제 선물 전 복용약과 질환 확인","99","pass","pass","17","약국 영업시간 변동이 생기는 날 확인 순서","선물 전 확인; 부모님 선물을 고르는 자녀 대상"
"71","pass","계절 세부 건강","blog","비교형","봄 꽃가루","비염|감기|상담","봄 꽃가루철 약국 상담 전 비염·감기 구분","91","pass","pass","57","환절기 약국 준비물, 감기·비염 구분 기준","비염과 감기 구분; 봄철 콧물 사용자 대상"
"72","pass","계절 세부 건강","blog","정보형","냉방병","여름|증상|상담","여름 냉방병 의심 때 약국에서 말할 증상","99","pass","pass","33","지사제 복용 전 약국에서 먼저 확인할 증상","냉방 증상 기록; 냉방 환경 사용자 대상"
"73","pass","계절 세부 건강","blog","문제해결형","장마철 무좀","발 상태|습기|상담","장마철 무좀 상담 전 발 상태를 설명하는 법","99","pass","pass","20","아이 감기약 상담 전 증상 기록하는 법","발 상태 설명; 장마철 피부 증상 사용자 대상"
"74","pass","계절 세부 건강","blog","정보형","가을 목 건조","목 건조|기침|수분","가을 건조한 목 증상에 약국에서 확인할 점","99","pass","pass","33","장거리 운전 전 약국에서 확인할 졸림 주의","건조와 감기 구분; 가을철 목 불편 사용자 대상"
"75","pass","계절 세부 건강","blog","문제해결형","겨울 손 트임","피부 갈라짐|보습|상처","겨울 손 트임 약국 상담 전 피부 갈라짐 확인","91","pass","pass","57","피부 가려움 약국 상담 전 발진 모양 확인","피부 상태 확인; 겨울철 손 트임 사용자 대상"
"76","pass","계절 세부 건강","blog","FAQ형","독감 예방접종 후","증상|약국 상담|주의","독감 예방접종 후 약국에서 물어볼 수 있는 증상","99","pass","pass","33","소화불량·과음 후 약국에서 물어볼 것 | 약국오늘","접종 후 상담; 예방접종 후 불편감 사용자 대상"
"77","pass","계절 세부 건강","blog","체크리스트형","황사","눈|코|마스크","황사 심한 날 눈·코 증상 완화 상담 기준","99","pass","pass","33","아이 감기약 상담 전 증상 기록하는 법","노출 후 관리; 황사 민감자 대상"
"78","pass","계절 세부 건강","blog","비교형","폭우 뒤 모기 물림","모기|피부 감염|부기","폭우 뒤 모기 물림과 피부 감염 신호 구분","99","pass","pass","29","화상 응급약 준비 전 병원 방문 신호 구분","피부 신호 구분; 비 온 뒤 야외활동 사용자 대상"
"79","pass","계절 세부 건강","blog","정보형","한파 혈압약","외출|혈압약|상담","한파 외출 전 혈압약 복용자가 확인할 점","91","pass","pass","60","혈압약 복용자가 감기약 살 때 확인할 항목","한파 외출 주의; 혈압약 복용자 대상"
"80","pass","계절 세부 건강","blog","정보형","환절기 영양제","수면|식사|피로","환절기 영양제보다 먼저 확인할 수면·식사 패턴","99","pass","pass","29","지역 약국 목록을 볼 때 먼저 확인할 세 가지","생활 패턴 우선; 환절기 피로 사용자 대상"
"81","pass","약국 이용 기록","blog","정보형","약국 방문 기록","방문일|상담 내용|제품","약국 방문 기록을 남겨두면 좋은 이유와 항목","99","pass","pass","29","처방전 준비와 약국 방문 전 점검 7가지 | 약국오늘","방문 기록; 반복 방문 사용자 대상"
"82","pass","약국 이용 기록","blog","정보형","약국 영수증","보관|제품명|날짜","약국 영수증 보관이 필요한 상황과 확인 항목","99","pass","pass","29","주말 약국 찾기에서 놓치기 쉬운 전화 확인","영수증 활용; 구매 기록을 남기는 사용자 대상"
"83","pass","약국 이용 기록","blog","체크리스트형","약국 제품 사진","사진|성분|복용법","약국에서 산 제품 사진을 안전하게 기록하는 법","99","pass","pass","20","소화불량·과음 후 약국에서 물어볼 것 | 약국오늘","사진 기록; 제품 정보를 저장하는 사용자 대상"
"84","pass","약국 이용 기록","blog","문제해결형","약국 상담 공유","가족|복용법|주의","약국 상담 내용을 가족에게 공유할 때 빠질 정보","99","pass","pass","38","시험 기간 약국 상담 전 피로·수면 정보 정리","상담 공유; 가족 약을 관리하는 사용자 대상"
"85","pass","약국 이용 기록","blog","체크리스트형","약국 재방문","이전 구매|제품|상담","약국 재방문 전 이전 구매 제품을 확인하는 법","99","pass","pass","33","24시간 약국 찾을 때 실제 영업 확인하는 법","이전 기록; 같은 증상으로 재방문하는 사용자 대상"
"86","pass","약국 이용 기록","blog","문제해결형","약국 상담 후","이상 증상|시간|복용량","약국 상담 후 이상 증상이 있으면 기록할 내용","99","pass","pass","29","회사 비상약함 운영 전 약국 상담 포인트","이상 증상 기록; 복용 후 증상을 보는 사용자 대상"
"87","pass","약국 이용 기록","blog","정보형","복용법 캘린더","캘린더|복용 시간|알림","약국에서 안내받은 복용법을 캘린더에 넣는 법","99","pass","pass","20","소화불량·과음 후 약국에서 물어볼 것 | 약국오늘","알림 설정; 복용 알림이 필요한 사용자 대상"
"88","pass","약국 이용 기록","blog","비교형","약국 제품 비교","성분|함량|주의","약국 제품 비교 기록표: 가격보다 먼저 볼 항목","99","pass","pass","29","공휴일 약국 이용 전 지도와 목록 비교 기준","비교 기록; 여러 제품을 비교하는 사용자 대상"
"89","pass","약국 이용 기록","blog","FAQ형","약국 전화 문의","문의 내역|재고|시간","약국 전화 문의 내역을 남겨야 하는 경우","99","pass","pass","29","주말 약국 찾기에서 놓치기 쉬운 전화 확인","문의 기록; 전화 문의가 잦은 사용자 대상"
"90","pass","약국 이용 기록","blog","체크리스트형","약국 즐겨찾기","후보|지역|영업시간","약국 방문 후보를 즐겨찾기에 나누어 저장하는 법","99","pass","pass","33","휴가철 약국 방문 전 챙길 증상 메모","즐겨찾기 분류; 여러 지역 약국을 저장하는 사용자 대상"
"91","pass","비교와 판단","blog","비교형","먹는 약 바르는 약","비교|질문|피부","먹는 약과 바르는 약을 비교할 때 물어볼 질문","99","pass","pass","29","병원 닫은 뒤 약국에서 먼저 물어볼 질문","제형 판단; 제형 선택이 어려운 사용자 대상"
"92","pass","비교와 판단","blog","정보형","반복 증상","새 약|상담|진료","같은 증상 반복 시 새 약보다 상담이 먼저인 이유","99","pass","pass","14","새벽 약국 문의 전 준비할 증상·복용 정보","상담 우선; 증상이 반복되는 사용자 대상"
"93","pass","비교와 판단","blog","체크리스트형","약국 추천 제품","제품 확인|성분|복용법","약국에서 추천받은 제품을 집에서 다시 확인하는 법","99","pass","pass","17","소화불량·과음 후 약국에서 물어볼 것 | 약국오늘","구매 후 점검; 구매 후 다시 확인하는 사용자 대상"
"94","pass","비교와 판단","blog","비교형","약국 제품 가격","가격|함량|성분","가격이 다른 약국 제품을 비교할 때 보는 기준","99","pass","pass","29","내 주변 약국 찾기 전 확인할 영업시간 기준","가격보다 성분; 가격 차이가 궁금한 사용자 대상"
"95","pass","비교와 판단","blog","FAQ형","일반약 장기 복용","기간|상담|진료","일반약을 계속 먹어도 되는지 물어볼 시점","99","pass","pass","17","소화불량·과음 후 약국에서 물어볼 것 | 약국오늘","장기 복용 기준; 일반약을 반복 복용하는 사용자 대상"
"96","pass","비교와 판단","blog","비교형","약국 상담 병원 진료","생활 기준|증상|위험 신호","약국 상담과 병원 진료를 나누는 생활 기준","99","pass","pass","29","내 주변 약국 찾기 전 확인할 영업시간 기준","방문처 판단; 어디로 갈지 고민하는 사용자 대상"
"97","pass","비교와 판단","blog","FAQ형","약 변경 상담","대체|성분|복용약","약을 바꿔도 되는지 약사에게 물어볼 때","99","pass","pass","40","건강기능식품 섭취 전 약사에게 물어볼 질문","약 변경 질문; 대체 제품을 찾는 사용자 대상"
"98","pass","비교와 판단","blog","정보형","제품 포장 문구","성분|문구|함량","제품 포장 문구와 실제 성분을 함께 보는 법","99","pass","pass","14","24시간 약국 찾을 때 실제 영업 확인하는 법","표시 해석; 포장 문구가 헷갈리는 사용자 대상"
"99","pass","비교와 판단","blog","정보형","빠른 효과 문구","주의사항|효과|상담","빠른 효과 문구를 볼 때 확인할 주의사항","99","pass","pass","20","휴일지킴이약국 검색 후 바로 확인할 항목","과장 표현 경계; 광고 문구를 보는 사용자 대상"
"100","pass","비교와 판단","blog","비교형","약국 제품 선택","후기|성분|주의","약국 제품 선택에서 후기보다 중요한 확인 항목","99","pass","pass","29","주말 약국 찾기에서 놓치기 쉬운 전화 확인","후기보다 기준; 후기를 참고하는 사용자 대상"
