id,status,category,content_type,search_intent,main_keyword,expanded_keywords,title,quality_score,duplicate_status,cannibalization_status,max_existing_similarity,nearest_existing_title,decision_reason
"32","pass","약 라벨 해석","blog","문제해결형","약 봉투 확인","취침 복용|졸림 문구|운전 일정","약 봉투 확인 졸림 문구 실수 줄이는 법","97","pass","pass","33","어린이 알레르기약 선택 전 졸림 확인 기준","신규 v4 장기 예약 캠페인"
"33","pass","약 라벨 해석","blog","FAQ형","약 봉투 확인","성분명|제품명|중복 성분","약 봉투 확인 중복 성분 상담 질문","97","pass","pass","33","숙취 약국 상담 전 증상별로 나누는 질문","신규 v4 장기 예약 캠페인"
"34","pass","약 라벨 해석","blog","정보형","약 봉투 확인","주의 문구|금기 대상|알레르기","약 봉투 확인 주의 문구·금기 대상 체크리스트","97","pass","pass","29","콧물약 복용 전 졸림과 운전 주의 확인","신규 v4 장기 예약 캠페인"
"35","pass","약 라벨 해석","blog","비교형","약 봉투 확인","조제일|복용 기간|남은 약","약 봉투 확인 복용 기간 기준과 주의점","97","pass","pass","33","어린이 약 복용 전 체중과 연령 확인 순서","신규 v4 장기 예약 캠페인"
"36","pass","약 라벨 해석","blog","체크리스트형","약 봉투 확인","보관 방법|실온 냉장|습기","약 봉투 확인 습기 메모 작성법","95","pass","pass","29","약국 상담 메모 작성법: 증상·복용약·알레르기","신규 v4 장기 예약 캠페인"
"37","pass","약 라벨 해석","blog","문제해결형","약 봉투 확인","가루약|시럽약|복용 도구","약 봉투 확인 가루약 비교 기준","95","pass","pass","33","어린이 알레르기약 선택 전 졸림 확인 기준","신규 v4 장기 예약 캠페인"
"38","pass","약 라벨 해석","blog","FAQ형","약 봉투 확인","어린이 용량|체중|보호자 메모","약 봉투 확인 체중 전화 문의법","95","pass","pass","29","주말 약국 찾기에서 놓치기 쉬운 전화 확인","신규 v4 장기 예약 캠페인"
"39","pass","약 라벨 해석","blog","정보형","약 봉투 확인","처방 변경|이전 봉투|확인 질문","약 봉투 확인 확인 질문 FAQ","95","pass","pass","20","건강기능식품 섭취 전 약사에게 물어볼 질문","신규 v4 장기 예약 캠페인"
"40","pass","약 라벨 해석","blog","비교형","약 봉투 확인","복약 안내|전화 상담|재방문 기준","약 봉투 확인 복약 안내 방문 전 점검","97","pass","pass","29","처방전 준비와 약국 방문 전 점검 7가지 | 약국오늘","신규 v4 장기 예약 캠페인"
"41","pass","가정 상비약","blog","체크리스트형","상비약 점검표","유효기간|개봉일|폐기 분리","상비약 점검표 유효기간 확인 순서","97","pass","pass","50","응급약 보관함 정리 전 유효기간 확인 순서","신규 v4 장기 예약 캠페인"
"42","pass","가정 상비약","blog","문제해결형","상비약 점검표","해열제|소화제|상처 용품","상비약 점검표 소화제 실수 줄이는 법","97","pass","pass","33","소화제 상비약 고를 때 증상별로 나누는 기준","신규 v4 장기 예약 캠페인"
"43","pass","가정 상비약","blog","FAQ형","상비약 점검표","어린이 약|보관 위치|잠금","상비약 점검표 잠금 상담 질문","95","pass","pass","33","숙취 약국 상담 전 증상별로 나누는 질문","신규 v4 장기 예약 캠페인"
"44","pass","가정 상비약","blog","정보형","상비약 점검표","냉장 보관|실온 보관|습기","상비약 점검표 냉장 보관·실온 보관 체크리스트","97","pass","pass","33","냉장 보관 약을 실온에 뒀을 때 확인할 점","신규 v4 장기 예약 캠페인"
"45","pass","가정 상비약","blog","비교형","상비약 점검표","가족 이름표|복용 시간|분리함","상비약 점검표 복용 시간 기준과 주의점","97","pass","pass","33","수유 중 약 복용 전 확인할 성분과 시간","신규 v4 장기 예약 캠페인"
"46","pass","가정 상비약","blog","체크리스트형","상비약 점검표","여행 후 정리|남은 약|재고","상비약 점검표 재고 메모 작성법","95","pass","pass","29","약국 상담 메모 작성법: 증상·복용약·알레르기","신규 v4 장기 예약 캠페인"
"47","pass","가정 상비약","blog","문제해결형","상비약 점검표","설명서 보관|제품 사진|성분명","상비약 점검표 설명서 보관 비교 기준","97","pass","pass","38","상비약 보관 온도 기준: 습기·직사광선·아이 안전","신규 v4 장기 예약 캠페인"
"48","pass","가정 상비약","blog","FAQ형","상비약 점검표","비상 연락처|약국 전화|응급 기준","상비약 점검표 약국 전화 전화 문의법","97","pass","pass","43","연휴 전 상비약 점검표: 부족한 약국 품목 찾기","신규 v4 장기 예약 캠페인"
"49","pass","가정 상비약","blog","정보형","상비약 점검표","계절 용품|마스크|보습제","상비약 점검표 보습제 FAQ","95","pass","pass","29","연휴 전 상비약 점검표: 부족한 약국 품목 찾기","신규 v4 장기 예약 캠페인"
"50","pass","가정 상비약","blog","비교형","상비약 점검표","월별 점검|체크리스트|구매 메모","상비약 점검표 월별 점검 방문 전 점검","97","pass","pass","29","처방전 준비와 약국 방문 전 점검 7가지 | 약국오늘","신규 v4 장기 예약 캠페인"
"51","pass","가족 복약 관리","blog","체크리스트형","가족 약 정리","이름표|복용 시간|보관함","가족 약 정리 이름표 확인 순서","95","pass","pass","50","응급약 보관함 정리 전 유효기간 확인 순서","신규 v4 장기 예약 캠페인"
"52","pass","가족 복약 관리","blog","문제해결형","가족 약 정리","부모님 약|처방 목록|상담 메모","가족 약 정리 처방 목록 실수 줄이는 법","97","pass","pass","33","고령 부모님 약 상담 전 병원별 처방 정리","신규 v4 장기 예약 캠페인"
"53","pass","가족 복약 관리","blog","FAQ형","가족 약 정리","아이 약|체중|보호자 확인","가족 약 정리 보호자 확인 상담 질문","97","pass","pass","33","응급약 보관함 정리 전 유효기간 확인 순서","신규 v4 장기 예약 캠페인"
"54","pass","가족 복약 관리","blog","정보형","가족 약 정리","영양제|처방약|중복 성분","가족 약 정리 영양제·처방약 체크리스트","97","pass","pass","29","복용 중인 약 목록 만드는 법: 처방약·일반약·영양제","신규 v4 장기 예약 캠페인"
"55","pass","가족 복약 관리","blog","비교형","가족 약 정리","외출용 파우치|설명서|복용 도구","가족 약 정리 설명서 기준과 주의점","97","pass","pass","17","명절 약국 이용 시 가족 복용약 정리법","신규 v4 장기 예약 캠페인"
"56","pass","가족 복약 관리","blog","체크리스트형","가족 약 정리","색상 구분|가족별 칸|주의 약","가족 약 정리 주의 약 메모 작성법","97","pass","pass","29","약국 상담 메모 작성법: 증상·복용약·알레르기","신규 v4 장기 예약 캠페인"
"57","pass","가족 복약 관리","blog","문제해결형","가족 약 정리","약 봉투 사진|성분명|재방문","가족 약 정리 약 봉투 사진 비교 기준","97","pass","pass","33","부모님 약 봉투 정리 전 확인할 복용 시간","신규 v4 장기 예약 캠페인"
"58","pass","가족 복약 관리","blog","FAQ형","가족 약 정리","복용 알림|달력|체크 표시","가족 약 정리 달력 전화 문의법","95","pass","pass","17","약국 전화 연결이 안 될 때 다음 후보 찾는 법","신규 v4 장기 예약 캠페인"
"59","pass","가족 복약 관리","blog","정보형","가족 약 정리","남은 약|폐기|재고 파악","가족 약 정리 재고 파악 FAQ","95","pass","pass","17","약국 재고 확인 전화에서 꼭 물어볼 표현","신규 v4 장기 예약 캠페인"
"60","pass","가족 복약 관리","blog","비교형","가족 약 정리","상담 질문|대상자 정보|생활 일정","가족 약 정리 상담 질문 방문 전 점검","97","pass","pass","33","숙취 약국 상담 전 증상별로 나누는 질문","신규 v4 장기 예약 캠페인"
"61","pass","어린이 약 상담","blog","체크리스트형","어린이 약 상담","나이|체중|증상 기간","어린이 약 상담 나이 확인 순서","95","pass","pass","50","어린이 약 복용 전 체중과 연령 확인 순서","신규 v4 장기 예약 캠페인"
"62","pass","어린이 약 상담","blog","문제해결형","어린이 약 상담","해열제|체온 기록|복용 간격","어린이 약 상담 체온 기록 실수 줄이는 법","97","pass","pass","33","속 울렁거림 상담 전 먹은 음식과 복용약 기록","신규 v4 장기 예약 캠페인"
"63","pass","어린이 약 상담","blog","FAQ형","어린이 약 상담","시럽약|개봉일|보관","어린이 약 상담 보관 상담 질문","95","pass","pass","33","어린이 해열제 교차복용 전 약사에게 물을 질문","신규 v4 장기 예약 캠페인"
"64","pass","어린이 약 상담","blog","정보형","어린이 약 상담","가루약|복용 거부|상담 질문","어린이 약 상담 가루약·복용 거부 체크리스트","97","pass","pass","33","어린이 약 복용 전 체중과 연령 확인 순서","신규 v4 장기 예약 캠페인"
"65","pass","어린이 약 상담","blog","비교형","어린이 약 상담","알레르기|이전 반응|주의 문구","어린이 약 상담 이전 반응 기준과 주의점","97","pass","pass","17","어린이 해열제 구비 체크포인트 | 약국오늘","신규 v4 장기 예약 캠페인"
"66","pass","어린이 약 상담","blog","체크리스트형","어린이 약 상담","등원 전|복용 시간|졸림","어린이 약 상담 졸림 메모 작성법","97","pass","pass","43","약국 상담 메모 작성법: 증상·복용약·알레르기","신규 v4 장기 예약 캠페인"
"67","pass","어린이 약 상담","blog","문제해결형","어린이 약 상담","밤 증상|전화 확인|진료 신호","어린이 약 상담 밤 증상 비교 기준","97","pass","pass","50","황사 심한 날 눈·코 증상 완화 상담 기준","신규 v4 장기 예약 캠페인"
"68","pass","어린이 약 상담","blog","FAQ형","어린이 약 상담","보호자 메모|복용약|기저질환","어린이 약 상담 복용약 전화 문의법","97","pass","pass","33","속 울렁거림 상담 전 먹은 음식과 복용약 기록","신규 v4 장기 예약 캠페인"
"69","pass","어린이 약 상담","blog","정보형","어린이 약 상담","형제 약|이름표|분리 보관","어린이 약 상담 분리 보관 FAQ","97","pass","pass","20","어린이 해열제 구비 체크포인트 | 약국오늘","신규 v4 장기 예약 캠페인"
"70","pass","어린이 약 상담","blog","비교형","어린이 약 상담","병원 처방|약국 설명|재확인","어린이 약 상담 병원 처방 방문 전 점검","97","pass","pass","33","고령 부모님 약 상담 전 병원별 처방 정리","신규 v4 장기 예약 캠페인"
"71","pass","고령자 약 상담","blog","체크리스트형","고령자 약 상담","복용 목록|처방약|영양제","고령자 약 상담 복용 목록 확인 순서","97","pass","pass","50","어린이 약 복용 전 체중과 연령 확인 순서","신규 v4 장기 예약 캠페인"
"72","pass","고령자 약 상담","blog","문제해결형","고령자 약 상담","낙상 위험|졸림|밤 화장실","고령자 약 상담 졸림 실수 줄이는 법","97","pass","pass","33","꽃가루철 비염약 상담 전 졸림 가능성을 묻는 법","신규 v4 장기 예약 캠페인"
"73","pass","고령자 약 상담","blog","FAQ형","고령자 약 상담","혈압약|당뇨약|식사 시간","고령자 약 상담 식사 시간 상담 질문","97","pass","pass","40","속쓰림 약 고르기 전 식사 시간 확인법","신규 v4 장기 예약 캠페인"
"74","pass","고령자 약 상담","blog","정보형","고령자 약 상담","기억력|복용 알림|가족 확인","고령자 약 상담 기억력·복용 알림 체크리스트","97","pass","pass","25","약국 상담 질문 순서: 급한 증상부터 복용 주의까지","신규 v4 장기 예약 캠페인"
"75","pass","고령자 약 상담","blog","비교형","고령자 약 상담","약 봉투|사진|성분명","고령자 약 상담 사진 기준과 주의점","97","pass","pass","25","고령자 약국 상담 전 낙상 위험을 함께 말하는 이유","신규 v4 장기 예약 캠페인"
"76","pass","고령자 약 상담","blog","체크리스트형","고령자 약 상담","부작용 의심|증상 시간|메모","고령자 약 상담 메모 메모 작성법","97","pass","pass","43","약국 상담 메모 작성법: 증상·복용약·알레르기","신규 v4 장기 예약 캠페인"
"77","pass","고령자 약 상담","blog","문제해결형","고령자 약 상담","재방문|남은 약|처방 변경","고령자 약 상담 재방문 비교 기준","97","pass","pass","33","근육통 약국 상담 전 파스와 먹는 약 비교","신규 v4 장기 예약 캠페인"
"78","pass","고령자 약 상담","blog","FAQ형","고령자 약 상담","보관 위치|습기|손 닿는 곳","고령자 약 상담 습기 전화 문의법","97","pass","pass","25","고령자 약국 상담 전 낙상 위험을 함께 말하는 이유","신규 v4 장기 예약 캠페인"
"79","pass","고령자 약 상담","blog","정보형","고령자 약 상담","대리 구매|나이|질환 정보","고령자 약 상담 질환 정보 FAQ","97","pass","pass","29","임신 가능성이 있을 때 약국 상담 전 말할 정보","신규 v4 장기 예약 캠페인"
"80","pass","고령자 약 상담","blog","비교형","고령자 약 상담","응급 신호|진료 우선|전화 상담","고령자 약 상담 응급 신호 방문 전 점검","97","pass","pass","29","처방전 준비와 약국 방문 전 점검 7가지 | 약국오늘","신규 v4 장기 예약 캠페인"
"81","pass","임신 수유 상담","blog","체크리스트형","임신 수유 약 상담","임신 주수|마지막 생리|복용약","임신 수유 약 상담 임신 주수 확인 순서","97","pass","pass","33","약국 영업시간 변동이 생기는 날 확인 순서","신규 v4 장기 예약 캠페인"
"82","pass","임신 수유 상담","blog","문제해결형","임신 수유 약 상담","수유 중|아기 월령|복용 시간","임신 수유 약 상담 아기 월령 실수 줄이는 법","97","pass","pass","43","수유 중 감기약 상담 전 아기 월령을 확인하는 법","신규 v4 장기 예약 캠페인"
"83","pass","임신 수유 상담","blog","FAQ형","임신 수유 약 상담","감기 증상|열|기침","임신 수유 약 상담 기침 상담 질문","97","pass","pass","40","목 통증 상담 전 열·기침·삼킴 통증 구분","신규 v4 장기 예약 캠페인"
"84","pass","임신 수유 상담","blog","정보형","임신 수유 약 상담","소화 불편|속쓰림|식사","임신 수유 약 상담 소화 불편·속쓰림 체크리스트","97","pass","pass","29","임산부 약국 상담 전 임신 주수와 복용약 정리","신규 v4 장기 예약 캠페인"
"85","pass","임신 수유 상담","blog","비교형","임신 수유 약 상담","알레르기|콧물|졸림","임신 수유 약 상담 콧물 기준과 주의점","97","pass","pass","33","감기약 상담 전 기침·콧물·열을 구분하는 법","신규 v4 장기 예약 캠페인"
"86","pass","임신 수유 상담","blog","체크리스트형","임신 수유 약 상담","피부 증상|연고|사용 부위","임신 수유 약 상담 사용 부위 메모 작성법","97","pass","pass","43","약국 상담 메모 작성법: 증상·복용약·알레르기","신규 v4 장기 예약 캠페인"
"87","pass","임신 수유 상담","blog","문제해결형","임신 수유 약 상담","영양제|엽산|철분","임신 수유 약 상담 영양제 비교 기준","97","pass","pass","50","야근하는 사람이 피로 영양제 상담 전 볼 기준","신규 v4 장기 예약 캠페인"
"88","pass","임신 수유 상담","blog","FAQ형","임신 수유 약 상담","처방약|병원 상담|약국 질문","임신 수유 약 상담 병원 상담 전화 문의법","97","pass","pass","33","수유 중 감기약 상담 전 아기 월령을 확인하는 법","신규 v4 장기 예약 캠페인"
"89","pass","임신 수유 상담","blog","정보형","임신 수유 약 상담","야간 증상|전화 문의|진료 신호","임신 수유 약 상담 진료 신호 FAQ","97","pass","pass","33","수유 중 감기약 상담 전 아기 월령을 확인하는 법","신규 v4 장기 예약 캠페인"
"90","pass","임신 수유 상담","blog","비교형","임신 수유 약 상담","복용 기록|제품명|상담 메모","임신 수유 약 상담 복용 기록 방문 전 점검","97","pass","pass","29","처방전 준비와 약국 방문 전 점검 7가지 | 약국오늘","신규 v4 장기 예약 캠페인"
"91","pass","생활 안전","blog","체크리스트형","운전 약 복용 주의","졸림 문구|운전 일정|복용 시간","운전 약 복용 주의 졸림 문구 확인 순서","91","pass","pass","57","콧물약 복용 전 졸림과 운전 주의 확인","신규 v4 장기 예약 캠페인"
"92","pass","생활 안전","blog","문제해결형","운전 약 복용 주의","감기약|콧물약|업무 시작","운전 약 복용 주의 콧물약 실수 줄이는 법","91","pass","pass","67","콧물약 복용 전 졸림과 운전 주의 확인","신규 v4 장기 예약 캠페인"
"93","pass","생활 안전","blog","FAQ형","운전 약 복용 주의","알레르기약|집중력|대체 시간","운전 약 복용 주의 대체 시간 상담 질문","97","pass","pass","43","콧물약 복용 전 졸림과 운전 주의 확인","신규 v4 장기 예약 캠페인"
"94","pass","생활 안전","blog","정보형","운전 약 복용 주의","수면 보조|다음 날|출근","운전 약 복용 주의 수면 보조·다음 날 체크리스트","97","pass","pass","43","콧물약 복용 전 졸림과 운전 주의 확인","신규 v4 장기 예약 캠페인"
"95","pass","생활 안전","blog","비교형","운전 약 복용 주의","근무표|교대근무|상담 질문","운전 약 복용 주의 교대근무 기준과 주의점","97","pass","pass","50","콧물약 복용 전 졸림과 운전 주의 확인","신규 v4 장기 예약 캠페인"
"96","pass","생활 안전","blog","체크리스트형","운전 약 복용 주의","음주 여부|복용약|주의 문구","운전 약 복용 주의 주의 문구 메모 작성법","97","pass","pass","50","콧물약 복용 전 졸림과 운전 주의 확인","신규 v4 장기 예약 캠페인"
"97","pass","생활 안전","blog","문제해결형","운전 약 복용 주의","장거리 운전|휴게 시간|복용 기록","운전 약 복용 주의 장거리 운전 비교 기준","97","pass","pass","50","장거리 운전 전 약국에서 확인할 졸림 주의","신규 v4 장기 예약 캠페인"
"98","pass","생활 안전","blog","FAQ형","운전 약 복용 주의","어지러움|혈압|수분","운전 약 복용 주의 혈압 전화 문의법","97","pass","pass","50","콧물약 복용 전 졸림과 운전 주의 확인","신규 v4 장기 예약 캠페인"
"99","pass","생활 안전","blog","정보형","운전 약 복용 주의","전화 상담|제품명|성분명","운전 약 복용 주의 성분명 FAQ","97","pass","pass","50","콧물약 복용 전 졸림과 운전 주의 확인","신규 v4 장기 예약 캠페인"
"100","pass","생활 안전","blog","비교형","운전 약 복용 주의","위험 신호|진료 우선|방문 결정","운전 약 복용 주의 위험 신호 방문 전 점검","97","pass","pass","43","콧물약 복용 전 졸림과 운전 주의 확인","신규 v4 장기 예약 캠페인"
"101","pass","알레르기 상담","blog","체크리스트형","알레르기 의심 상담","음식 기록|복용약|증상 시간","알레르기 의심 상담 음식 기록 확인 순서","91","pass","pass","57","알레르기 의심 증상 기록: 음식·환경·복용약","신규 v4 장기 예약 캠페인"
"102","pass","알레르기 상담","blog","문제해결형","알레르기 의심 상담","두드러기|가려움|호흡","알레르기 의심 상담 가려움 실수 줄이는 법","97","pass","pass","50","눈 가려움 상담 전 렌즈와 알레르기 이력 확인","신규 v4 장기 예약 캠페인"
"103","pass","알레르기 상담","blog","FAQ형","알레르기 의심 상담","콧물|눈 가려움|꽃가루","알레르기 의심 상담 꽃가루 상담 질문","97","pass","pass","33","숙취 약국 상담 전 증상별로 나누는 질문","신규 v4 장기 예약 캠페인"
"104","pass","알레르기 상담","blog","정보형","알레르기 의심 상담","새 제품|화장품|피부 반응","알레르기 의심 상담 새 제품·화장품 체크리스트","97","pass","pass","33","눈 가려움 상담 전 렌즈와 알레르기 이력 확인","신규 v4 장기 예약 캠페인"
"105","pass","알레르기 상담","blog","비교형","알레르기 의심 상담","약 복용 후|발진|상담 질문","알레르기 의심 상담 발진 기준과 주의점","97","pass","pass","33","눈 가려움 상담 전 렌즈와 알레르기 이력 확인","신규 v4 장기 예약 캠페인"
"106","pass","알레르기 상담","blog","체크리스트형","알레르기 의심 상담","어린이 반응|나이|보호자 메모","알레르기 의심 상담 보호자 메모 메모 작성법","91","pass","pass","57","약국 상담 메모 작성법: 증상·복용약·알레르기","신규 v4 장기 예약 캠페인"
"107","pass","알레르기 상담","blog","문제해결형","알레르기 의심 상담","응급 신호|호흡곤란|진료","알레르기 의심 상담 응급 신호 비교 기준","97","pass","pass","29","약국 상담 메모 작성법: 증상·복용약·알레르기","신규 v4 장기 예약 캠페인"
"108","pass","알레르기 상담","blog","FAQ형","알레르기 의심 상담","사진 기록|부위|반복 여부","알레르기 의심 상담 부위 전화 문의법","97","pass","pass","33","눈 가려움 상담 전 렌즈와 알레르기 이력 확인","신규 v4 장기 예약 캠페인"
"109","pass","알레르기 상담","blog","정보형","알레르기 의심 상담","알레르기약|졸림|운전","알레르기 의심 상담 운전 FAQ","95","pass","pass","33","눈 가려움 상담 전 렌즈와 알레르기 이력 확인","신규 v4 장기 예약 캠페인"
"110","pass","알레르기 상담","blog","비교형","알레르기 의심 상담","환경 변화|청소|반려동물","알레르기 의심 상담 환경 변화 방문 전 점검","97","pass","pass","43","알레르기 의심 증상 기록: 음식·환경·복용약","신규 v4 장기 예약 캠페인"
"111","pass","피부 증상","blog","체크리스트형","피부 불편 기록","가려움|부위|사진","피부 불편 기록 가려움 확인 순서","97","pass","pass","43","피부 가려움 약국 상담 전 발진 모양 확인","신규 v4 장기 예약 캠페인"
